label,x_um,y_um,z_um,r_um,brightness,x_vox,y_vox,z_vox
87,115.2812,144.6526,40.3875,15.9673,0.83401,115.2812,144.6526,10.0969
88,141.5977,299.8748,34.2475,15.0574,0.45588,141.5977,299.8748,8.5619
89,155.2549,144.9156,36.9694,13.4104,1.15770,155.2549,144.9156,9.2424
90,24.1387,164.4144,31.6458,12.1699,2.48091,24.1387,164.4144,7.9115
91,58.9279,253.9368,17.1167,13.8466,3.36738,58.9279,253.9368,4.2792
92,302.6328,88.1340,14.8201,12.2428,0.34408,302.6328,88.1340,3.7050
93,217.0824,97.2567,14.8983,12.6267,0.70824,217.0824,97.2567,3.7246
94,267.0292,160.3346,49.5501,12.0707,1.52520,267.0292,160.3346,12.3875
95,186.0556,38.4107,47.3688,14.2811,2.57957,186.0556,38.4107,11.8422
96,246.8366,234.1263,24.9730,12.4421,1.28753,246.8366,234.1263,6.2432
97,238.3251,172.2609,45.1055,13.9756,0.63910,238.3251,172.2609,11.2764
98,265.5460,170.4968,22.1246,12.7706,1.19516,265.5460,170.4968,5.5312
99,178.3622,119.9493,14.9439,12.1902,0.99008,178.3622,119.9493,3.7360
100,205.5806,241.6598,16.3809,12.1553,0.88493,205.5806,241.6598,4.0952
101,111.6932,180.0269,46.7214,12.6798,0.64360,111.6932,180.0269,11.6803
102,138.3166,121.0915,37.8518,12.9591,1.26157,138.3166,121.0915,9.4629
103,200.9966,68.4765,49.2296,12.0562,1.20289,200.9966,68.4765,12.3074
104,20.9548,193.2465,15.1082,12.0344,0.94574,20.9548,193.2465,3.7770
105,33.1871,282.3666,48.0462,13.3124,0.87545,33.1871,282.3666,12.0115
106,103.1856,220.1390,49.2206,13.5179,0.46257,103.1856,220.1390,12.3052
107,202.3191,286.9315,49.2892,12.4513,0.74699,202.3191,286.9315,12.3223
108,104.1122,89.6809,24.0184,12.5514,2.06240,104.1122,89.6809,6.0046
109,301.5955,16.7394,48.8688,13.5102,0.89196,301.5955,16.7394,12.2172
110,196.9301,265.1660,32.4745,12.4605,0.42155,196.9301,265.1660,8.1186
111,76.9647,88.8880,47.6680,12.1649,2.22702,76.9647,88.8880,11.9170
112,151.6389,264.8600,49.0627,12.9983,1.37460,151.6389,264.8600,12.2657
113,64.7661,144.3421,46.6232,14.4163,3.54257,64.7661,144.3421,11.6558
114,61.3867,54.8435,45.5978,13.8863,1.03822,61.3867,54.8435,11.3995
115,288.9070,302.2302,16.0937,14.1089,0.75818,288.9070,302.2302,4.0234
116,305.2888,240.4629,18.9209,13.6309,0.41954,305.2888,240.4629,4.7302
117,266.6381,119.0016,16.1197,14.1554,2.21290,266.6381,119.0016,4.0299
118,263.9664,26.6852,47.4371,13.2775,4.67256,263.9664,26.6852,11.8593
119,284.0342,294.6239,47.5370,12.1099,0.61106,284.0342,294.6239,11.8842
120,271.6769,71.0656,45.5603,13.8889,0.67824,271.6769,71.0656,11.3901
121,19.4811,48.4428,49.3446,12.4401,1.43006,19.4811,48.4428,12.3361
122,190.5762,143.6112,13.9434,12.7442,0.60762,190.5762,143.6112,3.4858
123,153.8489,183.8435,48.6532,13.3722,0.85016,153.8489,183.8435,12.1633
124,82.7951,305.5455,43.7266,12.3486,0.81066,82.7951,305.5455,10.9316
125,26.6722,238.1703,48.9936,12.7014,1.12207,26.6722,238.1703,12.2484
126,296.3991,230.8885,44.2284,12.8682,1.92879,296.3991,230.8885,11.0571
127,212.6191,144.8504,46.9912,13.0324,1.01333,212.6191,144.8504,11.7478
128,248.6763,260.9543,19.8405,13.6879,1.73559,248.6763,260.9543,4.9601
129,261.9216,305.4026,21.9241,12.3705,0.77730,261.9216,305.4026,5.4810
130,302.2126,132.4195,19.1917,12.1584,1.21735,302.2126,132.4195,4.7979
