label,x_um,y_um,z_um,r_um,brightness,x_vox,y_vox,z_vox
120,228.3784,225.7214,207.8999,5.6040,0.86622,228.3784,225.7214,51.9750
121,239.7142,148.8760,196.6406,5.0659,0.54113,239.7142,148.8760,49.1601
122,10.4966,130.3459,129.7327,6.5091,1.11356,10.4966,130.3459,32.4332
123,89.4513,67.8322,134.6247,6.7480,1.14111,89.4513,67.8322,33.6562
124,241.2525,49.1762,84.5398,6.5011,2.26033,241.2525,49.1762,21.1350
125,138.4656,127.8261,162.7346,6.1758,1.65048,138.4656,127.8261,40.6837
126,77.2263,173.5712,15.7195,8.8000,1.23877,77.2263,173.5712,3.9299
127,119.2238,14.5472,156.4643,6.0496,2.40604,119.2238,14.5472,39.1161
128,186.8637,131.9542,152.7984,7.7132,0.49005,186.8637,131.9542,38.1996
129,17.5193,31.6558,165.3279,6.5843,0.68123,17.5193,31.6558,41.3320
130,13.7123,141.5918,187.2470,8.9822,0.57353,13.7123,141.5918,46.8117
131,138.7310,156.4664,174.6997,8.3071,0.79145,138.7310,156.4664,43.6749
132,38.4342,229.0598,15.6053,8.4359,0.43779,38.4342,229.0598,3.9013
133,27.5561,55.5321,10.2689,8.3448,1.46388,27.5561,55.5321,2.5672
134,88.1737,47.6920,116.2402,6.7810,0.87517,88.1737,47.6920,29.0601
135,192.4477,222.6583,164.7353,6.6095,0.41375,192.4477,222.6583,41.1838
136,78.2790,228.4383,28.0605,5.4976,0.54371,78.2790,228.4383,7.0151
137,234.5308,236.4954,106.6226,6.6274,1.20696,234.5308,236.4954,26.6556
138,117.6769,188.4911,16.2068,7.6696,1.65347,117.6769,188.4911,4.0517
139,155.7328,63.0512,168.3253,5.5766,3.31361,155.7328,63.0512,42.0813
140,221.2551,205.0022,126.2725,6.4049,4.00000,221.2551,205.0022,31.5681
141,73.5727,126.6349,56.0561,8.0916,1.28229,73.5727,126.6349,14.0140
142,204.6035,223.3549,217.5047,8.4435,0.55227,204.6035,223.3549,54.3762
143,63.7995,230.0501,144.8293,8.8384,0.27825,63.7995,230.0501,36.2073
144,142.5272,90.1270,77.1216,6.6900,1.17425,142.5272,90.1270,19.2804
145,26.9186,127.1685,221.8653,5.9653,0.61400,26.9186,127.1685,55.4663
146,133.0123,110.9367,119.4935,7.5206,0.77941,133.0123,110.9367,29.8734
147,206.2557,54.9104,180.4933,5.8371,0.69263,206.2557,54.9104,45.1233
148,145.8129,214.3475,78.2867,8.0399,0.91900,145.8129,214.3475,19.5717
149,182.3581,198.7879,166.9967,8.5265,1.89570,182.3581,198.7879,41.7492
150,244.9775,109.0603,202.4700,8.3854,1.09881,244.9775,109.0603,50.6175
151,116.7811,229.6324,102.8688,7.9783,0.90921,116.7811,229.6324,25.7172
152,33.6325,62.3297,209.5886,7.2619,0.53720,33.6325,62.3297,52.3972
153,155.4576,115.3324,103.6482,6.8691,0.36611,155.4576,115.3324,25.9121
154,147.6982,128.2362,121.3084,6.8875,0.74693,147.6982,128.2362,30.3271
155,186.3309,90.3342,199.3742,8.2713,0.96825,186.3309,90.3342,49.8436
156,45.8185,147.6099,77.0823,8.4146,2.88856,45.8185,147.6099,19.2706
157,65.8083,168.8089,69.6985,7.9567,1.08130,65.8083,168.8089,17.4246
158,235.6352,99.5244,218.1437,7.0446,1.80335,235.6352,99.5244,54.5359
159,216.5040,49.1095,203.4727,8.9478,0.74113,216.5040,49.1095,50.8682
160,101.9931,218.3636,174.0070,5.1286,0.49117,101.9931,218.3636,43.5017
161,101.1167,202.8695,178.2391,7.1310,0.56042,101.1167,202.8695,44.5598
162,222.2954,63.1193,48.8107,6.8736,0.64718,222.2954,63.1193,12.2027
163,240.7394,67.6303,68.2069,7.5712,3.58616,240.7394,67.6303,17.0517
164,215.5751,61.5463,128.7720,5.5580,0.61089,215.5751,61.5463,32.1930
165,93.6235,106.7024,49.1218,8.2298,1.65383,93.6235,106.7024,12.2805
166,195.7816,41.4992,102.6350,7.9633,0.58173,195.7816,41.4992,25.6587
167,10.2129,80.3347,141.0371,8.5716,1.74882,10.2129,80.3347,35.2593
168,177.5580,146.0529,30.4427,7.1185,1.25982,177.5580,146.0529,7.6107
169,50.8902,190.8253,94.9198,8.3776,0.91030,50.8902,190.8253,23.7300
170,58.1699,53.5077,127.2929,8.1310,0.97584,58.1699,53.5077,31.8232
171,61.0449,182.6000,210.2327,5.1317,0.67511,61.0449,182.6000,52.5582
172,220.9800,200.4019,217.9640,5.3231,1.30688,220.9800,200.4019,54.4910
173,169.5203,133.9825,164.4264,7.7937,0.76110,169.5203,133.9825,41.1066
174,33.4647,84.4012,26.8227,8.6764,0.47933,33.4647,84.4012,6.7057
175,48.1563,198.7065,219.4597,8.9640,0.46451,48.1563,198.7065,54.8649
176,189.8987,92.6098,164.1995,5.1955,1.10910,189.8987,92.6098,41.0499
177,70.3651,40.4941,36.1104,7.0562,2.57914,70.3651,40.4941,9.0276
178,161.5069,91.8671,59.0928,5.4133,1.10075,161.5069,91.8671,14.7732
179,172.5571,137.3403,231.7222,7.7675,0.93129,172.5571,137.3403,57.9305
180,208.9150,25.6440,185.7793,6.5417,1.18708,208.9150,25.6440,46.4448
181,171.2871,193.2123,248.1596,6.4132,2.18934,171.2871,193.2123,62.0399
182,22.6865,151.0117,36.5428,6.9699,1.14069,22.6865,151.0117,9.1357
183,17.5747,218.5756,174.9587,5.6630,0.78149,17.5747,218.5756,43.7397
184,13.0541,142.2978,75.0079,5.1598,1.94211,13.0541,142.2978,18.7520
185,112.3556,229.2675,77.2384,7.3869,1.29337,112.3556,229.2675,19.3096
186,21.6121,236.7532,242.6928,7.7166,2.51294,21.6121,236.7532,60.6732
187,119.7175,61.3340,202.4062,7.9563,1.11621,119.7175,61.3340,50.6016
188,61.7947,116.3839,119.1421,7.9454,0.47966,61.7947,116.3839,29.7855
189,171.6427,161.9864,163.5673,8.3056,0.44004,171.6427,161.9864,40.8918
190,96.9751,18.1247,197.3928,6.0819,2.69273,96.9751,18.1247,49.3482
191,113.1441,66.7490,58.1068,6.7320,2.81285,113.1441,66.7490,14.5267
192,64.0006,23.7163,192.0138,7.3513,0.89789,64.0006,23.7163,48.0035
193,99.1382,111.4485,203.9221,6.5059,0.79460,99.1382,111.4485,50.9805
194,187.6050,117.8724,107.4158,6.7267,2.40336,187.6050,117.8724,26.8539
195,84.2902,33.1001,107.5817,7.1011,0.51467,84.2902,33.1001,26.8954
196,157.6007,117.6996,11.0827,5.1449,0.58459,157.6007,117.6996,2.7707
197,134.9924,7.8436,46.5817,6.6052,1.47108,134.9924,7.8436,11.6454
198,140.0831,86.4222,139.7728,5.3743,0.78918,140.0831,86.4222,34.9432
199,42.1161,244.9430,156.5897,5.5074,0.99693,42.1161,244.9430,39.1474
200,244.3781,29.5884,241.4616,7.4412,0.90659,244.3781,29.5884,60.3654
201,45.0248,245.5817,99.4070,8.7250,1.22451,45.0248,245.5817,24.8518
202,176.9444,43.9945,135.9949,7.2712,2.32679,176.9444,43.9945,33.9987
203,17.5929,177.5347,246.4378,8.4176,1.05586,17.5929,177.5347,61.6094
204,45.3154,170.4808,20.6641,5.0299,1.47162,45.3154,170.4808,5.1660
205,172.0279,149.0918,95.7412,7.3592,0.29226,172.0279,149.0918,23.9353
206,150.4818,58.2943,143.0529,7.7891,0.97119,150.4818,58.2943,35.7632
207,167.5303,121.3161,85.7253,8.5276,0.60294,167.5303,121.3161,21.4313
208,65.8645,9.0654,246.4024,5.3435,0.48129,65.8645,9.0654,61.6006
209,204.2693,47.7391,75.5838,5.8899,0.59044,204.2693,47.7391,18.8960
210,85.7426,199.7993,238.1456,6.6731,0.81834,85.7426,199.7993,59.5364
211,45.8988,193.5746,44.5642,8.5012,1.73246,45.8988,193.5746,11.1411
212,132.2317,89.2726,46.8204,8.6535,0.45120,132.2317,89.2726,11.7051
213,84.9709,76.1061,145.6975,7.1718,1.01855,84.9709,76.1061,36.4244
214,120.5138,164.5770,37.8217,5.7333,0.74789,120.5138,164.5770,9.4554
215,129.3542,203.5860,164.4071,8.7224,0.82152,129.3542,203.5860,41.1018
216,179.5083,217.3938,155.0744,7.8400,1.82514,179.5083,217.3938,38.7686
217,31.1717,153.6887,23.1553,6.1129,1.38108,31.1717,153.6887,5.7888
218,21.6605,139.8342,45.7782,5.9652,2.23098,21.6605,139.8342,11.4445
219,244.1299,30.6070,207.7766,5.8403,0.91146,244.1299,30.6070,51.9442
220,66.9572,186.7771,28.5882,7.3764,0.65865,66.9572,186.7771,7.1471
221,149.3989,35.4346,28.0045,8.0977,0.87431,149.3989,35.4346,7.0011
222,78.7201,220.6512,190.3716,8.0033,1.15662,78.7201,220.6512,47.5929
223,75.2165,177.8154,234.8449,7.7928,1.11176,75.2165,177.8154,58.7112
224,85.7110,63.4544,102.0312,5.3662,0.52172,85.7110,63.4544,25.5078
225,71.3952,215.3554,152.8740,5.5652,1.05579,71.3952,215.3554,38.2185
226,197.8604,23.0447,68.6936,6.5120,1.14676,197.8604,23.0447,17.1734
227,50.9842,161.0667,98.6563,5.0199,4.00000,50.9842,161.0667,24.6641
228,190.6353,115.5508,187.0367,8.6971,3.08363,190.6353,115.5508,46.7592
229,118.7838,161.6642,226.8872,8.9016,0.59933,118.7838,161.6642,56.7218
230,221.5511,30.6016,163.9260,5.9947,0.84162,221.5511,30.6016,40.9815
231,58.9444,72.1346,151.7395,5.6067,0.41559,58.9444,72.1346,37.9349
232,66.5554,220.0522,97.6826,6.7676,0.70158,66.5554,220.0522,24.4207
233,106.2893,51.5290,183.6905,6.7841,1.20848,106.2893,51.5290,45.9226
234,11.7022,239.5546,203.9135,6.7938,2.06166,11.7022,239.5546,50.9784
235,215.9219,224.9062,89.2882,7.8942,0.64568,215.9219,224.9062,22.3220
236,154.0173,72.3585,61.5154,7.4438,0.67537,154.0173,72.3585,15.3788
237,166.7275,196.2882,191.4347,5.4556,0.27572,166.7275,196.2882,47.8587
238,56.8292,116.7992,139.3040,6.2651,0.90701,56.8292,116.7992,34.8260
239,119.8482,21.0755,29.6026,8.8583,0.52864,119.8482,21.0755,7.4007
240,69.6322,48.4960,237.1667,6.5611,0.72785,69.6322,48.4960,59.2917
241,239.3704,191.2369,162.1704,5.7817,0.59090,239.3704,191.2369,40.5426
242,87.7911,162.9363,53.2473,7.7041,0.94501,87.7911,162.9363,13.3118
243,81.1245,70.1020,177.9397,8.7508,0.34832,81.1245,70.1020,44.4849
244,73.2646,73.7956,47.3916,7.6933,0.41469,73.2646,73.7956,11.8479
245,138.1198,38.0191,173.7992,5.7720,3.58783,138.1198,38.0191,43.4498
246,110.6909,222.8407,33.0226,8.7758,0.46188,110.6909,222.8407,8.2556
247,181.9379,191.5996,211.5883,5.1718,0.51785,181.9379,191.5996,52.8971
248,195.4395,97.9316,80.1038,5.2273,3.01063,195.4395,97.9316,20.0259
249,184.1570,178.5758,213.6243,7.5580,4.00000,184.1570,178.5758,53.4061
250,6.9352,151.8961,92.5564,5.7352,0.49513,6.9352,151.8961,23.1391
251,51.7287,87.1135,23.5625,5.4951,0.80176,51.7287,87.1135,5.8906
252,229.3210,82.2386,245.4447,5.2277,1.22744,229.3210,82.2386,61.3612
253,43.5449,178.7834,151.8187,8.8575,2.82136,43.5449,178.7834,37.9547
254,31.7017,53.7294,27.0390,7.7626,0.55316,31.7017,53.7294,6.7597
255,244.3765,169.1330,178.4072,7.4165,0.86315,244.3765,169.1330,44.6018
256,170.0327,19.4261,214.6586,8.9383,1.59425,170.0327,19.4261,53.6646
257,8.5107,129.7440,233.3567,6.4587,1.29805,8.5107,129.7440,58.3392
258,125.9467,49.0731,20.9876,6.0293,0.79796,125.9467,49.0731,5.2469
259,54.2906,13.6441,140.9140,6.1533,0.92285,54.2906,13.6441,35.2285
260,163.2541,101.3119,141.1145,7.7997,0.43826,163.2541,101.3119,35.2786
261,43.9103,233.0328,191.6110,5.3764,0.86684,43.9103,233.0328,47.9028
262,226.5941,163.3490,229.3290,8.6910,0.85229,226.5941,163.3490,57.3323
263,8.5371,22.7256,34.0167,6.6668,1.14947,8.5371,22.7256,8.5042
264,91.9285,176.9565,198.6966,5.3814,0.71663,91.9285,176.9565,49.6741
265,74.4864,86.6841,72.9394,5.0520,1.32700,74.4864,86.6841,18.2348
266,189.7338,174.4446,42.2619,8.2475,1.83607,189.7338,174.4446,10.5655
267,46.3462,38.6351,238.4394,5.3997,1.09774,46.3462,38.6351,59.6098
268,92.9998,84.9931,224.2655,6.1395,1.23498,92.9998,84.9931,56.0664
269,228.3872,80.0828,35.7543,7.2519,1.03241,228.3872,80.0828,8.9386
270,90.9983,200.3219,218.8910,7.2249,1.00005,90.9983,200.3219,54.7227
271,241.2296,140.7348,72.9706,6.8903,0.64860,241.2296,140.7348,18.2427
272,16.9137,200.9871,32.3093,6.9559,1.20912,16.9137,200.9871,8.0773
273,143.7759,17.6148,26.3924,6.2350,0.94330,143.7759,17.6148,6.5981
274,25.8984,122.5358,89.5400,7.7845,3.51100,25.8984,122.5358,22.3850
275,239.6467,151.0158,162.4063,5.5607,2.57028,239.6467,151.0158,40.6016
276,176.6457,204.2176,124.0602,7.8397,1.26050,176.6457,204.2176,31.0151
277,85.7655,33.3672,167.4697,7.1334,0.63265,85.7655,33.3672,41.8674
278,73.3153,29.1012,52.6206,5.1344,0.51302,73.3153,29.1012,13.1551
279,158.6918,109.1408,30.0961,7.5549,2.04354,158.6918,109.1408,7.5240
280,92.5803,181.0277,147.0085,6.7335,1.17076,92.5803,181.0277,36.7521
281,124.8748,239.9427,189.5279,6.9663,1.33387,124.8748,239.9427,47.3820
282,123.0129,14.3435,234.2129,6.9879,0.35108,123.0129,14.3435,58.5532
283,69.0723,248.5806,180.8019,6.2767,1.74449,69.0723,248.5806,45.2005
284,21.2661,12.4022,152.2693,5.1895,1.31344,21.2661,12.4022,38.0673
285,27.2135,82.0922,9.4386,5.4071,0.51363,27.2135,82.0922,2.3597
286,235.5791,73.4944,13.2386,5.8921,0.75358,235.5791,73.4944,3.3096
287,95.7306,92.0179,133.9710,5.9707,1.17144,95.7306,92.0179,33.4927
288,78.7977,132.9213,90.1233,8.5325,1.03198,78.7977,132.9213,22.5308
289,46.7058,33.8631,128.7112,8.2871,0.83920,46.7058,33.8631,32.1778
290,198.5197,149.3867,193.3474,7.6876,0.93980,198.5197,149.3867,48.3368
291,15.4873,35.5343,16.8975,6.5708,0.85969,15.4873,35.5343,4.2244
292,126.9118,93.3196,142.6268,6.3158,1.09586,126.9118,93.3196,35.6567
293,170.7339,168.0968,84.3072,6.9224,2.41789,170.7339,168.0968,21.0768
294,148.5402,151.2624,83.3000,6.3849,0.21438,148.5402,151.2624,20.8250
295,174.8342,163.5787,39.9168,6.3213,0.86753,174.8342,163.5787,9.9792
296,222.4347,16.4947,213.4069,6.7642,1.11172,222.4347,16.4947,53.3517
297,129.7592,109.6369,9.1110,5.6527,1.19434,129.7592,109.6369,2.2778
298,228.1358,141.4732,57.5139,8.4651,0.80000,228.1358,141.4732,14.3785
299,139.6822,234.0283,113.5153,7.7410,0.34853,139.6822,234.0283,28.3788
300,40.5190,176.0399,242.6643,6.0741,1.21750,40.5190,176.0399,60.6661
301,186.6141,232.0742,24.3431,5.1134,2.81908,186.6141,232.0742,6.0858
302,174.6683,163.9727,23.1739,5.4407,0.39839,174.6683,163.9727,5.7935
303,133.5591,224.6380,217.7065,8.3377,1.67917,133.5591,224.6380,54.4266
304,131.7760,69.0313,129.4192,8.2500,0.82110,131.7760,69.0313,32.3548
305,79.1683,62.7442,157.2355,5.2175,0.96387,79.1683,62.7442,39.3089
306,22.7684,211.2644,213.7565,8.1471,0.53167,22.7684,211.2644,53.4391
307,166.3616,104.5042,44.5695,6.3691,0.81818,166.3616,104.5042,11.1424
308,28.8212,218.7465,229.7323,7.1146,2.18153,28.8212,218.7465,57.4331
309,142.8459,141.6755,243.0589,8.2865,1.41849,142.8459,141.6755,60.7647
310,25.3724,142.9907,86.5632,5.9916,2.82748,25.3724,142.9907,21.6408
311,16.5561,95.1081,219.8989,5.7514,2.02678,16.5561,95.1081,54.9747
312,171.2118,189.9065,86.5196,6.3467,1.30141,171.2118,189.9065,21.6299
313,173.5574,142.0657,9.5222,8.2866,2.84727,173.5574,142.0657,2.3806
314,247.6335,196.7980,234.6431,5.1404,1.30134,247.6335,196.7980,58.6608
315,14.4497,197.1041,116.4322,8.6092,1.64344,14.4497,197.1041,29.1081
316,10.7545,77.6585,187.7355,8.1582,0.83699,10.7545,77.6585,46.9339
317,156.4509,80.7674,82.9316,8.1721,1.04074,156.4509,80.7674,20.7329
318,113.6379,115.5076,140.3644,8.8671,0.65806,113.6379,115.5076,35.0911
319,140.6793,111.7115,206.6481,6.6380,1.81077,140.6793,111.7115,51.6620
320,230.2924,143.2207,114.3050,8.6362,0.49313,230.2924,143.2207,28.5762
321,208.6422,143.0123,175.6671,7.8210,1.59905,208.6422,143.0123,43.9168
322,169.9821,186.5803,58.6570,7.9989,0.89191,169.9821,186.5803,14.6642
323,149.1856,8.5882,213.4356,6.9935,2.01929,149.1856,8.5882,53.3589
324,39.3192,203.6472,179.9026,7.4401,1.56913,39.3192,203.6472,44.9757
325,102.3133,212.2767,107.5443,8.0332,2.98138,102.3133,212.2767,26.8861
326,8.4358,162.6878,180.2391,7.2820,1.55033,8.4358,162.6878,45.0598
327,238.9926,178.1121,245.9716,6.1123,0.38937,238.9926,178.1121,61.4929
328,226.9590,188.3264,153.8505,8.8850,0.96062,226.9590,188.3264,38.4626
329,138.5180,192.3864,133.0604,5.6887,0.49500,138.5180,192.3864,33.2651
330,35.4673,99.7764,129.4139,8.4730,0.73274,35.4673,99.7764,32.3535
331,33.8489,44.6592,209.2109,6.7293,2.47623,33.8489,44.6592,52.3027
