label,x_um,y_um,z_um,r_um,brightness,x_vox,y_vox,z_vox
59,179.2500,76.7500,43.0000,0.1500,1.00000,179.2500,76.7500,10.7500
60,230.2500,76.7500,43.0000,0.1500,1.00000,230.2500,76.7500,10.7500
61,25.7500,128.2500,43.0000,0.1500,1.00000,25.7500,128.2500,10.7500
62,76.7500,128.2500,43.0000,0.1500,1.00000,76.7500,128.2500,10.7500
63,128.2500,128.2500,43.0000,0.1500,1.00000,128.2500,128.2500,10.7500
64,179.2500,128.2500,43.0000,0.1500,1.00000,179.2500,128.2500,10.7500
65,230.2500,128.2500,43.0000,0.1500,1.00000,230.2500,128.2500,10.7500
66,25.7500,179.2500,43.0000,0.1500,1.00000,25.7500,179.2500,10.7500
67,76.7500,179.2500,43.0000,0.1500,1.00000,76.7500,179.2500,10.7500
68,128.2500,179.2500,43.0000,0.1500,1.00000,128.2500,179.2500,10.7500
69,179.2500,179.2500,43.0000,0.1500,1.00000,179.2500,179.2500,10.7500
70,230.2500,179.2500,43.0000,0.1500,1.00000,230.2500,179.2500,10.7500
71,25.7500,230.2500,43.0000,0.1500,1.00000,25.7500,230.2500,10.7500
72,76.7500,230.2500,43.0000,0.1500,1.00000,76.7500,230.2500,10.7500
73,128.2500,230.2500,43.0000,0.1500,1.00000,128.2500,230.2500,10.7500
74,179.2500,230.2500,43.0000,0.1500,1.00000,179.2500,230.2500,10.7500
75,230.2500,230.2500,43.0000,0.1500,1.00000,230.2500,230.2500,10.7500
76,25.7500,25.7500,65.0000,0.1500,1.00000,25.7500,25.7500,16.2500
77,76.7500,25.7500,65.0000,0.1500,1.00000,76.7500,25.7500,16.2500
78,128.2500,25.7500,65.0000,0.1500,1.00000,128.2500,25.7500,16.2500
79,179.2500,25.7500,65.0000,0.1500,1.00000,179.2500,25.7500,16.2500
80,230.2500,25.7500,65.0000,0.1500,1.00000,230.2500,25.7500,16.2500
81,25.7500,76.7500,65.0000,0.1500,1.00000,25.7500,76.7500,16.2500
82,76.7500,76.7500,65.0000,0.1500,1.00000,76.7500,76.7500,16.2500
83,128.2500,76.7500,65.0000,0.1500,1.00000,128.2500,76.7500,16.2500
84,179.2500,76.7500,65.0000,0.1500,1.00000,179.2500,76.7500,16.2500
85,230.2500,76.7500,65.0000,0.1500,1.00000,230.2500,76.7500,16.2500
86,25.7500,128.2500,65.0000,0.1500,1.00000,25.7500,128.2500,16.2500
87,76.7500,128.2500,65.0000,0.1500,1.00000,76.7500,128.2500,16.2500
88,128.2500,128.2500,65.0000,0.1500,1.00000,128.2500,128.2500,16.2500
89,179.2500,128.2500,65.0000,0.1500,1.00000,179.2500,128.2500,16.2500
90,230.2500,128.2500,65.0000,0.1500,1.00000,230.2500,128.2500,16.2500
91,25.7500,179.2500,65.0000,0.1500,1.00000,25.7500,179.2500,16.2500
92,76.7500,179.2500,65.0000,0.1500,1.00000,76.7500,179.2500,16.2500
93,128.2500,179.2500,65.0000,0.1500,1.00000,128.2500,179.2500,16.2500
94,179.2500,179.2500,65.0000,0.1500,1.00000,179.2500,179.2500,16.2500
95,230.2500,179.2500,65.0000,0.1500,1.00000,230.2500,179.2500,16.2500
96,25.7500,230.2500,65.0000,0.1500,1.00000,25.7500,230.2500,16.2500
97,76.7500,230.2500,65.0000,0.1500,1.00000,76.7500,230.2500,16.2500
98,128.2500,230.2500,65.0000,0.1500,1.00000,128.2500,230.2500,16.2500
99,179.2500,230.2500,65.0000,0.1500,1.00000,179.2500,230.2500,16.2500
100,230.2500,230.2500,65.0000,0.1500,1.00000,230.2500,230.2500,16.2500
101,25.7500,25.7500,86.0000,0.1500,1.00000,25.7500,25.7500,21.5000
102,76.7500,25.7500,86.0000,0.1500,1.00000,76.7500,25.7500,21.5000
103,128.2500,25.7500,86.0000,0.1500,1.00000,128.2500,25.7500,21.5000
104,179.2500,25.7500,86.0000,0.1500,1.00000,179.2500,25.7500,21.5000
105,230.2500,25.7500,86.0000,0.1500,1.00000,230.2500,25.7500,21.5000
106,25.7500,76.7500,86.0000,0.1500,1.00000,25.7500,76.7500,21.5000
107,76.7500,76.7500,86.0000,0.1500,1.00000,76.7500,76.7500,21.5000
108,128.2500,76.7500,86.0000,0.1500,1.00000,128.2500,76.7500,21.5000
109,179.2500,76.7500,86.0000,0.1500,1.00000,179.2500,76.7500,21.5000
110,230.2500,76.7500,86.0000,0.1500,1.00000,230.2500,76.7500,21.5000
111,25.7500,128.2500,86.0000,0.1500,1.00000,25.7500,128.2500,21.5000
112,76.7500,128.2500,86.0000,0.1500,1.00000,76.7500,128.2500,21.5000
113,128.2500,128.2500,86.0000,0.1500,1.00000,128.2500,128.2500,21.5000
114,179.2500,128.2500,86.0000,0.1500,1.00000,179.2500,128.2500,21.5000
115,230.2500,128.2500,86.0000,0.1500,1.00000,230.2500,128.2500,21.5000
116,25.7500,179.2500,86.0000,0.1500,1.00000,25.7500,179.2500,21.5000
117,76.7500,179.2500,86.0000,0.1500,1.00000,76.7500,179.2500,21.5000
118,128.2500,179.2500,86.0000,0.1500,1.00000,128.2500,179.2500,21.5000
119,179.2500,179.2500,86.0000,0.1500,1.00000,179.2500,179.2500,21.5000
120,230.2500,179.2500,86.0000,0.1500,1.00000,230.2500,179.2500,21.5000
121,25.7500,230.2500,86.0000,0.1500,1.00000,25.7500,230.2500,21.5000
122,76.7500,230.2500,86.0000,0.1500,1.00000,76.7500,230.2500,21.5000
123,128.2500,230.2500,86.0000,0.1500,1.00000,128.2500,230.2500,21.5000
124,179.2500,230.2500,86.0000,0.1500,1.00000,179.2500,230.2500,21.5000
125,230.2500,230.2500,86.0000,0.1500,1.00000,230.2500,230.2500,21.5000
126,25.7500,25.7500,107.0000,0.1500,1.00000,25.7500,25.7500,26.7500
127,76.7500,25.7500,107.0000,0.1500,1.00000,76.7500,25.7500,26.7500
128,128.2500,25.7500,107.0000,0.1500,1.00000,128.2500,25.7500,26.7500
129,179.2500,25.7500,107.0000,0.1500,1.00000,179.2500,25.7500,26.7500
130,230.2500,25.7500,107.0000,0.1500,1.00000,230.2500,25.7500,26.7500
131,25.7500,76.7500,107.0000,0.1500,1.00000,25.7500,76.7500,26.7500
132,76.7500,76.7500,107.0000,0.1500,1.00000,76.7500,76.7500,26.7500
133,128.2500,76.7500,107.0000,0.1500,1.00000,128.2500,76.7500,26.7500
134,179.2500,76.7500,107.0000,0.1500,1.00000,179.2500,76.7500,26.7500
135,230.2500,76.7500,107.0000,0.1500,1.00000,230.2500,76.7500,26.7500
136,25.7500,128.2500,107.0000,0.1500,1.00000,25.7500,128.2500,26.7500
137,76.7500,128.2500,107.0000,0.1500,1.00000,76.7500,128.2500,26.7500
138,128.2500,128.2500,107.0000,0.1500,1.00000,128.2500,128.2500,26.7500
139,179.2500,128.2500,107.0000,0.1500,1.00000,179.2500,128.2500,26.7500
140,230.2500,128.2500,107.0000,0.1500,1.00000,230.2500,128.2500,26.7500
141,25.7500,179.2500,107.0000,0.1500,1.00000,25.7500,179.2500,26.7500
142,76.7500,179.2500,107.0000,0.1500,1.00000,76.7500,179.2500,26.7500
143,128.2500,179.2500,107.0000,0.1500,1.00000,128.2500,179.2500,26.7500
144,179.2500,179.2500,107.0000,0.1500,1.00000,179.2500,179.2500,26.7500
145,230.2500,179.2500,107.0000,0.1500,1.00000,230.2500,179.2500,26.7500
146,25.7500,230.2500,107.0000,0.1500,1.00000,25.7500,230.2500,26.7500
147,76.7500,230.2500,107.0000,0.1500,1.00000,76.7500,230.2500,26.7500
148,128.2500,230.2500,107.0000,0.1500,1.00000,128.2500,230.2500,26.7500
149,179.2500,230.2500,107.0000,0.1500,1.00000,179.2500,230.2500,26.7500
150,230.2500,230.2500,107.0000,0.1500,1.00000,230.2500,230.2500,26.7500
151,25.7500,25.7500,129.0000,0.1500,1.00000,25.7500,25.7500,32.2500
152,76.7500,25.7500,129.0000,0.1500,1.00000,76.7500,25.7500,32.2500
153,128.2500,25.7500,129.0000,0.1500,1.00000,128.2500,25.7500,32.2500
154,179.2500,25.7500,129.0000,0.1500,1.00000,179.2500,25.7500,32.2500
155,230.2500,25.7500,129.0000,0.1500,1.00000,230.2500,25.7500,32.2500
156,25.7500,76.7500,129.0000,0.1500,1.00000,25.7500,76.7500,32.2500
157,76.7500,76.7500,129.0000,0.1500,1.00000,76.7500,76.7500,32.2500
158,128.2500,76.7500,129.0000,0.1500,1.00000,128.2500,76.7500,32.2500
159,179.2500,76.7500,129.0000,0.1500,1.00000,179.2500,76.7500,32.2500
160,230.2500,76.7500,129.0000,0.1500,1.00000,230.2500,76.7500,32.2500
161,25.7500,128.2500,129.0000,0.1500,1.00000,25.7500,128.2500,32.2500
162,76.7500,128.2500,129.0000,0.1500,1.00000,76.7500,128.2500,32.2500
163,128.2500,128.2500,129.0000,0.1500,1.00000,128.2500,128.2500,32.2500
164,179.2500,128.2500,129.0000,0.1500,1.00000,179.2500,128.2500,32.2500
165,230.2500,128.2500,129.0000,0.1500,1.00000,230.2500,128.2500,32.2500
166,25.7500,179.2500,129.0000,0.1500,1.00000,25.7500,179.2500,32.2500
167,76.7500,179.2500,129.0000,0.1500,1.00000,76.7500,179.2500,32.2500
168,128.2500,179.2500,129.0000,0.1500,1.00000,128.2500,179.2500,32.2500
169,179.2500,179.2500,129.0000,0.1500,1.00000,179.2500,179.2500,32.2500
170,230.2500,179.2500,129.0000,0.1500,1.00000,230.2500,179.2500,32.2500
171,25.7500,230.2500,129.0000,0.1500,1.00000,25.7500,230.2500,32.2500
172,76.7500,230.2500,129.0000,0.1500,1.00000,76.7500,230.2500,32.2500
173,128.2500,230.2500,129.0000,0.1500,1.00000,128.2500,230.2500,32.2500
174,179.2500,230.2500,129.0000,0.1500,1.00000,179.2500,230.2500,32.2500
175,230.2500,230.2500,129.0000,0.1500,1.00000,230.2500,230.2500,32.2500
176,25.7500,25.7500,150.0000,0.1500,1.00000,25.7500,25.7500,37.5000
177,76.7500,25.7500,150.0000,0.1500,1.00000,76.7500,25.7500,37.5000
178,128.2500,25.7500,150.0000,0.1500,1.00000,128.2500,25.7500,37.5000
179,179.2500,25.7500,150.0000,0.1500,1.00000,179.2500,25.7500,37.5000
180,230.2500,25.7500,150.0000,0.1500,1.00000,230.2500,25.7500,37.5000
181,25.7500,76.7500,150.0000,0.1500,1.00000,25.7500,76.7500,37.5000
182,76.7500,76.7500,150.0000,0.1500,1.00000,76.7500,76.7500,37.5000
183,128.2500,76.7500,150.0000,0.1500,1.00000,128.2500,76.7500,37.5000
184,179.2500,76.7500,150.0000,0.1500,1.00000,179.2500,76.7500,37.5000
185,230.2500,76.7500,150.0000,0.1500,1.00000,230.2500,76.7500,37.5000
186,25.7500,128.2500,150.0000,0.1500,1.00000,25.7500,128.2500,37.5000
187,76.7500,128.2500,150.0000,0.1500,1.00000,76.7500,128.2500,37.5000
188,128.2500,128.2500,150.0000,0.1500,1.00000,128.2500,128.2500,37.5000
189,179.2500,128.2500,150.0000,0.1500,1.00000,179.2500,128.2500,37.5000
190,230.2500,128.2500,150.0000,0.1500,1.00000,230.2500,128.2500,37.5000
191,25.7500,179.2500,150.0000,0.1500,1.00000,25.7500,179.2500,37.5000
192,76.7500,179.2500,150.0000,0.1500,1.00000,76.7500,179.2500,37.5000
193,128.2500,179.2500,150.0000,0.1500,1.00000,128.2500,179.2500,37.5000
194,179.2500,179.2500,150.0000,0.1500,1.00000,179.2500,179.2500,37.5000
195,230.2500,179.2500,150.0000,0.1500,1.00000,230.2500,179.2500,37.5000
196,25.7500,230.2500,150.0000,0.1500,1.00000,25.7500,230.2500,37.5000
197,76.7500,230.2500,150.0000,0.1500,1.00000,76.7500,230.2500,37.5000
198,128.2500,230.2500,150.0000,0.1500,1.00000,128.2500,230.2500,37.5000
199,179.2500,230.2500,150.0000,0.1500,1.00000,179.2500,230.2500,37.5000
200,230.2500,230.2500,150.0000,0.1500,1.00000,230.2500,230.2500,37.5000
201,25.7500,25.7500,171.0000,0.1500,1.00000,25.7500,25.7500,42.7500
202,76.7500,25.7500,171.0000,0.1500,1.00000,76.7500,25.7500,42.7500
203,128.2500,25.7500,171.0000,0.1500,1.00000,128.2500,25.7500,42.7500
204,179.2500,25.7500,171.0000,0.1500,1.00000,179.2500,25.7500,42.7500
205,230.2500,25.7500,171.0000,0.1500,1.00000,230.2500,25.7500,42.7500
206,25.7500,76.7500,171.0000,0.1500,1.00000,25.7500,76.7500,42.7500
207,76.7500,76.7500,171.0000,0.1500,1.00000,76.7500,76.7500,42.7500
208,128.2500,76.7500,171.0000,0.1500,1.00000,128.2500,76.7500,42.7500
209,179.2500,76.7500,171.0000,0.1500,1.00000,179.2500,76.7500,42.7500
210,230.2500,76.7500,171.0000,0.1500,1.00000,230.2500,76.7500,42.7500
211,25.7500,128.2500,171.0000,0.1500,1.00000,25.7500,128.2500,42.7500
212,76.7500,128.2500,171.0000,0.1500,1.00000,76.7500,128.2500,42.7500
213,128.2500,128.2500,171.0000,0.1500,1.00000,128.2500,128.2500,42.7500
214,179.2500,128.2500,171.0000,0.1500,1.00000,179.2500,128.2500,42.7500
215,230.2500,128.2500,171.0000,0.1500,1.00000,230.2500,128.2500,42.7500
216,25.7500,179.2500,171.0000,0.1500,1.00000,25.7500,179.2500,42.7500
217,76.7500,179.2500,171.0000,0.1500,1.00000,76.7500,179.2500,42.7500
218,128.2500,179.2500,171.0000,0.1500,1.00000,128.2500,179.2500,42.7500
219,179.2500,179.2500,171.0000,0.1500,1.00000,179.2500,179.2500,42.7500
220,230.2500,179.2500,171.0000,0.1500,1.00000,230.2500,179.2500,42.7500
221,25.7500,230.2500,171.0000,0.1500,1.00000,25.7500,230.2500,42.7500
222,76.7500,230.2500,171.0000,0.1500,1.00000,76.7500,230.2500,42.7500
223,128.2500,230.2500,171.0000,0.1500,1.00000,128.2500,230.2500,42.7500
224,179.2500,230.2500,171.0000,0.1500,1.00000,179.2500,230.2500,42.7500
225,230.2500,230.2500,171.0000,0.1500,1.00000,230.2500,230.2500,42.7500
226,25.7500,25.7500,192.0000,0.1500,1.00000,25.7500,25.7500,48.0000
227,76.7500,25.7500,192.0000,0.1500,1.00000,76.7500,25.7500,48.0000
228,128.2500,25.7500,192.0000,0.1500,1.00000,128.2500,25.7500,48.0000
229,179.2500,25.7500,192.0000,0.1500,1.00000,179.2500,25.7500,48.0000
230,230.2500,25.7500,192.0000,0.1500,1.00000,230.2500,25.7500,48.0000
231,25.7500,76.7500,192.0000,0.1500,1.00000,25.7500,76.7500,48.0000
232,76.7500,76.7500,192.0000,0.1500,1.00000,76.7500,76.7500,48.0000
233,128.2500,76.7500,192.0000,0.1500,1.00000,128.2500,76.7500,48.0000
234,179.2500,76.7500,192.0000,0.1500,1.00000,179.2500,76.7500,48.0000
235,230.2500,76.7500,192.0000,0.1500,1.00000,230.2500,76.7500,48.0000
236,25.7500,128.2500,192.0000,0.1500,1.00000,25.7500,128.2500,48.0000
237,76.7500,128.2500,192.0000,0.1500,1.00000,76.7500,128.2500,48.0000
238,128.2500,128.2500,192.0000,0.1500,1.00000,128.2500,128.2500,48.0000
239,179.2500,128.2500,192.0000,0.1500,1.00000,179.2500,128.2500,48.0000
240,230.2500,128.2500,192.0000,0.1500,1.00000,230.2500,128.2500,48.0000
241,25.7500,179.2500,192.0000,0.1500,1.00000,25.7500,179.2500,48.0000
242,76.7500,179.2500,192.0000,0.1500,1.00000,76.7500,179.2500,48.0000
243,128.2500,179.2500,192.0000,0.1500,1.00000,128.2500,179.2500,48.0000
244,179.2500,179.2500,192.0000,0.1500,1.00000,179.2500,179.2500,48.0000
245,230.2500,179.2500,192.0000,0.1500,1.00000,230.2500,179.2500,48.0000
246,25.7500,230.2500,192.0000,0.1500,1.00000,25.7500,230.2500,48.0000
247,76.7500,230.2500,192.0000,0.1500,1.00000,76.7500,230.2500,48.0000
248,128.2500,230.2500,192.0000,0.1500,1.00000,128.2500,230.2500,48.0000
249,179.2500,230.2500,192.0000,0.1500,1.00000,179.2500,230.2500,48.0000
250,230.2500,230.2500,192.0000,0.1500,1.00000,230.2500,230.2500,48.0000
251,25.7500,25.7500,213.0000,0.1500,1.00000,25.7500,25.7500,53.2500
252,76.7500,25.7500,213.0000,0.1500,1.00000,76.7500,25.7500,53.2500
253,128.2500,25.7500,213.0000,0.1500,1.00000,128.2500,25.7500,53.2500
254,179.2500,25.7500,213.0000,0.1500,1.00000,179.2500,25.7500,53.2500
255,230.2500,25.7500,213.0000,0.1500,1.00000,230.2500,25.7500,53.2500
256,25.7500,76.7500,213.0000,0.1500,1.00000,25.7500,76.7500,53.2500
257,76.7500,76.7500,213.0000,0.1500,1.00000,76.7500,76.7500,53.2500
258,128.2500,76.7500,213.0000,0.1500,1.00000,128.2500,76.7500,53.2500
259,179.2500,76.7500,213.0000,0.1500,1.00000,179.2500,76.7500,53.2500
260,230.2500,76.7500,213.0000,0.1500,1.00000,230.2500,76.7500,53.2500
261,25.7500,128.2500,213.0000,0.1500,1.00000,25.7500,128.2500,53.2500
262,76.7500,128.2500,213.0000,0.1500,1.00000,76.7500,128.2500,53.2500
263,128.2500,128.2500,213.0000,0.1500,1.00000,128.2500,128.2500,53.2500
264,179.2500,128.2500,213.0000,0.1500,1.00000,179.2500,128.2500,53.2500
265,230.2500,128.2500,213.0000,0.1500,1.00000,230.2500,128.2500,53.2500
266,25.7500,179.2500,213.0000,0.1500,1.00000,25.7500,179.2500,53.2500
267,76.7500,179.2500,213.0000,0.1500,1.00000,76.7500,179.2500,53.2500
268,128.2500,179.2500,213.0000,0.1500,1.00000,128.2500,179.2500,53.2500
269,179.2500,179.2500,213.0000,0.1500,1.00000,179.2500,179.2500,53.2500
270,230.2500,179.2500,213.0000,0.1500,1.00000,230.2500,179.2500,53.2500
271,25.7500,230.2500,213.0000,0.1500,1.00000,25.7500,230.2500,53.2500
272,76.7500,230.2500,213.0000,0.1500,1.00000,76.7500,230.2500,53.2500
273,128.2500,230.2500,213.0000,0.1500,1.00000,128.2500,230.2500,53.2500
274,179.2500,230.2500,213.0000,0.1500,1.00000,179.2500,230.2500,53.2500
275,230.2500,230.2500,213.0000,0.1500,1.00000,230.2500,230.2500,53.2500
276,25.7500,25.7500,235.0000,0.1500,1.00000,25.7500,25.7500,58.7500
277,76.7500,25.7500,235.0000,0.1500,1.00000,76.7500,25.7500,58.7500
278,128.2500,25.7500,235.0000,0.1500,1.00000,128.2500,25.7500,58.7500
279,179.2500,25.7500,235.0000,0.1500,1.00000,179.2500,25.7500,58.7500
280,230.2500,25.7500,235.0000,0.1500,1.00000,230.2500,25.7500,58.7500
281,25.7500,76.7500,235.0000,0.1500,1.00000,25.7500,76.7500,58.7500
282,76.7500,76.7500,235.0000,0.1500,1.00000,76.7500,76.7500,58.7500
283,128.2500,76.7500,235.0000,0.1500,1.00000,128.2500,76.7500,58.7500
284,179.2500,76.7500,235.0000,0.1500,1.00000,179.2500,76.7500,58.7500
285,230.2500,76.7500,235.0000,0.1500,1.00000,230.2500,76.7500,58.7500
286,25.7500,128.2500,235.0000,0.1500,1.00000,25.7500,128.2500,58.7500
287,76.7500,128.2500,235.0000,0.1500,1.00000,76.7500,128.2500,58.7500
288,128.2500,128.2500,235.0000,0.1500,1.00000,128.2500,128.2500,58.7500
289,179.2500,128.2500,235.0000,0.1500,1.00000,179.2500,128.2500,58.7500
290,230.2500,128.2500,235.0000,0.1500,1.00000,230.2500,128.2500,58.7500
291,25.7500,179.2500,235.0000,0.1500,1.00000,25.7500,179.2500,58.7500
292,76.7500,179.2500,235.0000,0.1500,1.00000,76.7500,179.2500,58.7500
293,128.2500,179.2500,235.0000,0.1500,1.00000,128.2500,179.2500,58.7500
294,179.2500,179.2500,235.0000,0.1500,1.00000,179.2500,179.2500,58.7500
295,230.2500,179.2500,235.0000,0.1500,1.00000,230.2500,179.2500,58.7500
296,25.7500,230.2500,235.0000,0.1500,1.00000,25.7500,230.2500,58.7500
297,76.7500,230.2500,235.0000,0.1500,1.00000,76.7500,230.2500,58.7500
298,128.2500,230.2500,235.0000,0.1500,1.00000,128.2500,230.2500,58.7500
299,179.2500,230.2500,235.0000,0.1500,1.00000,179.2500,230.2500,58.7500
300,230.2500,230.2500,235.0000,0.1500,1.00000,230.2500,230.2500,58.7500
301,25.7500,25.7500,256.0000,0.1500,1.00000,25.7500,25.7500,64.0000
302,76.7500,25.7500,256.0000,0.1500,1.00000,76.7500,25.7500,64.0000
303,128.2500,25.7500,256.0000,0.1500,1.00000,128.2500,25.7500,64.0000
304,179.2500,25.7500,256.0000,0.1500,1.00000,179.2500,25.7500,64.0000
305,230.2500,25.7500,256.0000,0.1500,1.00000,230.2500,25.7500,64.0000
306,25.7500,76.7500,256.0000,0.1500,1.00000,25.7500,76.7500,64.0000
307,76.7500,76.7500,256.0000,0.1500,1.00000,76.7500,76.7500,64.0000
308,128.2500,76.7500,256.0000,0.1500,1.00000,128.2500,76.7500,64.0000
309,179.2500,76.7500,256.0000,0.1500,1.00000,179.2500,76.7500,64.0000
310,230.2500,76.7500,256.0000,0.1500,1.00000,230.2500,76.7500,64.0000
311,25.7500,128.2500,256.0000,0.1500,1.00000,25.7500,128.2500,64.0000
312,76.7500,128.2500,256.0000,0.1500,1.00000,76.7500,128.2500,64.0000
313,128.2500,128.2500,256.0000,0.1500,1.00000,128.2500,128.2500,64.0000
314,179.2500,128.2500,256.0000,0.1500,1.00000,179.2500,128.2500,64.0000
315,230.2500,128.2500,256.0000,0.1500,1.00000,230.2500,128.2500,64.0000
316,25.7500,179.2500,256.0000,0.1500,1.00000,25.7500,179.2500,64.0000
317,76.7500,179.2500,256.0000,0.1500,1.00000,76.7500,179.2500,64.0000
318,128.2500,179.2500,256.0000,0.1500,1.00000,128.2500,179.2500,64.0000
319,179.2500,179.2500,256.0000,0.1500,1.00000,179.2500,179.2500,64.0000
320,230.2500,179.2500,256.0000,0.1500,1.00000,230.2500,179.2500,64.0000
321,25.7500,230.2500,256.0000,0.1500,1.00000,25.7500,230.2500,64.0000
322,76.7500,230.2500,256.0000,0.1500,1.00000,76.7500,230.2500,64.0000
323,128.2500,230.2500,256.0000,0.1500,1.00000,128.2500,230.2500,64.0000
324,179.2500,230.2500,256.0000,0.1500,1.00000,179.2500,230.2500,64.0000
325,230.2500,230.2500,256.0000,0.1500,1.00000,230.2500,230.2500,64.0000
