label,x_um,y_um,z_um,r_um,brightness,x_vox,y_vox,z_vox
100,146.3692,90.2191,154.3064,5.7682,0.36144,146.3692,90.2191,38.5766
101,134.0029,133.3850,98.4797,5.1475,0.85878,134.0029,133.3850,24.6199
102,128.7945,121.8899,82.9842,6.2405,0.63765,128.7945,121.8899,20.7460
103,154.4465,174.6043,147.9917,5.9893,1.08548,154.4465,174.6043,36.9979
104,85.3086,86.6744,112.0002,5.5848,3.00000,85.3086,86.6744,28.0001
105,84.3332,132.8673,138.8953,6.9684,0.65977,84.3332,132.8673,34.7238
106,117.5019,92.1322,87.1455,6.3935,0.73200,117.5019,92.1322,21.7864
107,146.9209,145.3895,73.7784,5.3784,1.10816,146.9209,145.3895,18.4446
108,91.6823,171.3223,109.3149,6.6460,1.27955,91.6823,171.3223,27.3287
109,87.8833,172.9860,139.2605,5.3109,0.91557,87.8833,172.9860,34.8151
110,124.2100,125.4879,172.4979,6.7309,0.90216,124.2100,125.4879,43.1245
111,180.1541,94.3618,113.4657,6.0115,1.42082,180.1541,94.3618,28.3664
112,86.1418,104.0286,100.1959,6.5611,1.29687,86.1418,104.0286,25.0490
113,155.9176,92.5680,144.8853,6.7059,0.59640,155.9176,92.5680,36.2213
114,117.5041,131.8030,99.8981,5.9581,0.96118,117.5041,131.8030,24.9745
115,71.8887,159.5834,124.3237,5.3615,1.01780,71.8887,159.5834,31.0809
116,187.6752,125.5413,115.8201,5.6817,0.59023,187.6752,125.5413,28.9550
117,142.3802,178.7398,150.6030,5.9034,1.13874,142.3802,178.7398,37.6507
118,136.6404,160.5960,113.2588,6.0697,0.65117,136.6404,160.5960,28.3147
119,139.0384,93.4114,176.3169,5.5346,1.62585,139.0384,93.4114,44.0792
120,89.2069,127.9102,111.9755,5.5408,1.10117,89.2069,127.9102,27.9939
121,121.8612,122.1746,135.9148,5.1586,1.04567,121.8612,122.1746,33.9787
122,167.2590,104.4480,146.4243,5.9947,0.74415,167.2590,104.4480,36.6061
123,128.5138,181.0492,144.6447,6.4267,0.94242,128.5138,181.0492,36.1612
124,120.1258,173.9243,103.6369,5.3867,0.36829,120.1258,173.9243,25.9092
125,144.3219,79.8536,134.6289,6.1537,0.56796,144.3219,79.8536,33.6572
126,115.8215,120.3816,159.6740,6.8713,1.19892,115.8215,120.3816,39.9185
127,99.6113,112.5951,73.7165,6.6814,0.34497,99.6113,112.5951,18.4291
128,169.8046,151.1615,115.5693,6.1723,1.52700,169.8046,151.1615,28.8923
129,133.4029,70.7037,110.0439,5.7881,0.41768,133.4029,70.7037,27.5110
130,180.5070,156.1775,150.4344,5.4666,1.45990,180.5070,156.1775,37.6086
131,114.3352,94.5024,150.7449,6.7356,0.65524,114.3352,94.5024,37.6862
132,163.1141,101.6601,122.8841,6.8384,1.47624,163.1141,101.6601,30.7210
133,164.3124,114.9797,107.5778,5.2861,1.06767,164.3124,114.9797,26.8944
134,103.5931,78.5309,151.4868,5.5952,0.46375,103.5931,78.5309,37.8717
135,102.2761,103.6093,106.7179,6.6749,1.86745,102.2761,103.6093,26.6795
136,126.6918,101.0690,160.3325,6.5569,2.05619,126.6918,101.0690,40.0831
137,134.5440,174.2042,113.0823,6.6648,0.96763,134.5440,174.2042,28.2706
138,167.9649,115.7661,83.8451,6.3881,0.87201,167.9649,115.7661,20.9613
139,171.2270,119.7919,97.9386,5.6631,0.92318,171.2270,119.7919,24.4847
140,166.0299,158.0372,145.6006,5.8454,0.61411,166.0299,158.0372,36.4002
141,111.2105,184.9189,124.5160,6.3745,1.73203,111.2105,184.9189,31.1290
142,120.4002,179.6318,132.9532,6.8336,0.76228,120.4002,179.6318,33.2383
143,160.8996,157.6888,103.8785,5.9347,0.97473,160.8996,157.6888,25.9696
144,134.4308,152.5796,162.0957,6.7030,0.67257,134.4308,152.5796,40.5239
145,150.3265,100.2815,78.1394,6.4912,0.73122,150.3265,100.2815,19.5348
146,176.0117,159.8422,138.7801,5.6111,0.52789,176.0117,159.8422,34.6950
147,153.1688,123.4213,127.1940,5.9920,1.87486,153.1688,123.4213,31.7985
148,109.7061,169.9395,100.0753,5.5147,0.92585,109.7061,169.9395,25.0188
149,87.8086,158.4196,105.3145,5.6726,1.62087,87.8086,158.4196,26.3286
150,185.0246,104.3676,131.0936,6.5944,1.00668,185.0246,104.3676,32.7734
151,153.7185,147.2951,120.4172,5.3152,0.70666,153.7185,147.2951,30.1043
152,114.8474,91.6577,107.2950,6.1183,0.84930,114.8474,91.6577,26.8238
153,104.1777,128.1444,181.2198,5.3590,0.75570,104.1777,128.1444,45.3049
154,152.6120,106.6225,102.7777,6.2131,1.00399,152.6120,106.6225,25.6944
155,73.1791,146.6969,131.5978,5.8963,0.82892,73.1791,146.6969,32.8995
156,94.5675,74.1632,130.7458,6.0503,0.86074,94.5675,74.1632,32.6865
157,129.0489,95.0718,77.3923,6.2714,0.50193,129.0489,95.0718,19.3481
158,137.7768,186.2319,111.3994,5.4324,0.66803,137.7768,186.2319,27.8498
159,146.5845,135.1761,152.8141,6.3182,2.28651,146.5845,135.1761,38.2035
160,110.6208,135.3134,79.1036,6.9772,0.71490,110.6208,135.3134,19.7759
161,174.7960,136.8889,119.8967,6.9887,0.59035,174.7960,136.8889,29.9742
162,85.3845,107.4722,128.2282,5.3413,1.18372,85.3845,107.4722,32.0570
163,136.5257,142.1558,86.4863,5.7654,2.02109,136.5257,142.1558,21.6216
164,151.6485,76.9322,97.5486,5.1995,0.48335,151.6485,76.9322,24.3871
165,123.9289,142.9209,70.9427,6.8704,0.90099,123.9289,142.9209,17.7357
166,127.0845,74.9333,150.5609,6.8394,0.72904,127.0845,74.9333,37.6402
167,128.5667,119.1902,70.0543,5.7777,0.41457,128.5667,119.1902,17.5136
168,138.1507,175.0061,139.3852,5.4466,1.44407,138.1507,175.0061,34.8463
169,123.6339,109.9780,108.8444,5.2724,0.98835,123.6339,109.9780,27.2111
170,137.3236,121.0245,169.0989,5.8861,1.03637,137.3236,121.0245,42.2747
171,157.2712,92.4620,114.4368,5.3496,0.68650,157.2712,92.4620,28.6092
172,164.6425,87.0996,157.0077,6.1369,1.25532,164.6425,87.0996,39.2519
173,155.6632,130.1429,106.2672,6.7625,0.76365,155.6632,130.1429,26.5668
174,105.1091,153.4851,156.5619,5.9583,0.93104,105.1091,153.4851,39.1405
175,145.6838,68.5548,122.4088,6.3327,0.57457,145.6838,68.5548,30.6022
176,160.7016,127.3053,73.8197,6.0383,0.54441,160.7016,127.3053,18.4549
177,77.7273,138.0208,167.2874,5.3530,1.94988,77.7273,138.0208,41.8218
178,151.6336,101.3819,159.9089,5.9186,0.77604,151.6336,101.3819,39.9772
179,87.1065,112.9050,112.2985,5.9839,1.15701,87.1065,112.9050,28.0746
180,121.9232,163.9224,163.2033,6.9364,0.98325,121.9232,163.9224,40.8008
181,69.4499,147.5903,144.0179,5.0386,0.80206,69.4499,147.5903,36.0045
182,140.4327,132.6015,112.3125,5.8786,0.77571,140.4327,132.6015,28.0781
183,174.5852,88.1094,133.8668,6.4138,1.37032,174.5852,88.1094,33.4667
184,122.2907,88.1699,135.7403,5.2694,0.85990,122.2907,88.1699,33.9351
185,100.5869,176.1368,134.0113,6.4101,0.92707,100.5869,176.1368,33.5028
186,174.6569,150.4847,161.1862,5.5471,1.01117,174.6569,150.4847,40.2965
187,142.8839,98.5349,95.0583,6.4520,1.80084,142.8839,98.5349,23.7646
188,93.6125,111.9861,175.5344,5.0446,1.40531,93.6125,111.9861,43.8836
189,159.7746,138.8665,129.0418,6.8380,1.21082,159.7746,138.8665,32.2604
190,168.6658,172.2190,103.7197,5.1899,0.75444,168.6658,172.2190,25.9299
191,165.6762,106.7853,97.3814,6.5369,0.50108,165.6762,106.7853,24.3453
192,75.2210,137.2274,116.2641,5.2095,1.60764,75.2210,137.2274,29.0660
193,74.7202,104.3383,104.0878,5.1149,1.62129,74.7202,104.3383,26.0220
194,107.2045,92.7387,97.0482,5.5861,0.93206,107.2045,92.7387,24.2621
195,100.1206,87.4170,168.9500,5.5941,1.31120,100.1206,87.4170,42.2375
196,156.0240,159.9562,90.2496,6.0293,1.47805,156.0240,159.9562,22.5624
197,73.8865,98.9864,122.8169,6.4256,1.51527,73.8865,98.9864,30.7042
198,93.4133,145.0436,97.4580,5.2151,1.58517,93.4133,145.0436,24.3645
199,139.7640,105.8441,114.6092,5.0918,0.79628,139.7640,105.8441,28.6523
200,69.7325,134.1868,149.0852,5.4831,2.13291,69.7325,134.1868,37.2713
201,181.3200,131.5139,154.0909,5.0855,0.53617,181.3200,131.5139,38.5227
202,132.7384,92.0033,145.3176,5.0228,1.53858,132.7384,92.0033,36.3294
203,91.6051,171.1948,153.5527,5.9319,1.28014,91.6051,171.1948,38.3882
204,134.6611,75.5004,128.5413,5.0114,1.54776,134.6611,75.5004,32.1353
205,115.8351,184.7797,146.1434,5.6208,2.55871,115.8351,184.7797,36.5358
206,176.0687,137.8027,90.8710,6.4832,2.10060,176.0687,137.8027,22.7178
207,124.4420,136.0813,111.6315,6.9797,0.56406,124.4420,136.0813,27.9079
208,125.4711,137.5816,187.5288,5.1838,0.42984,125.4711,137.5816,46.8822
209,134.2857,78.1452,161.6661,5.0367,1.50448,134.2857,78.1452,40.4165
210,138.0036,124.3216,131.1879,5.6985,0.60199,138.0036,124.3216,32.7970
211,91.4464,133.8476,100.9506,5.1129,0.99382,91.4464,133.8476,25.2377
212,137.2090,160.6155,152.4468,5.6473,1.52175,137.2090,160.6155,38.1117
213,112.8024,160.3580,146.9417,6.4532,0.43960,112.8024,160.3580,36.7354
214,158.1277,112.4864,139.2810,5.4374,0.34820,158.1277,112.4864,34.8202
215,140.8344,154.2927,95.3414,5.1784,1.13843,140.8344,154.2927,23.8353
216,93.7563,139.4391,169.6865,5.3386,1.02244,93.7563,139.4391,42.4216
217,103.2600,95.1391,130.1662,6.3498,0.88435,103.2600,95.1391,32.5416
218,87.5152,153.7026,87.3269,6.6970,1.01945,87.5152,153.7026,21.8317
219,133.3848,169.1605,124.2911,5.2273,0.65034,133.3848,169.1605,31.0728
220,159.9494,108.5770,173.6352,5.1756,0.46919,159.9494,108.5770,43.4088
221,79.6848,125.5140,167.0344,5.8205,0.92005,79.6848,125.5140,41.7586
222,145.7191,139.5576,185.3482,6.1585,0.61517,145.7191,139.5576,46.3371
223,117.5719,159.9926,106.1345,6.7372,0.43967,117.5719,159.9926,26.5336
224,97.6956,142.3917,147.2732,5.9618,1.28768,97.6956,142.3917,36.8183
225,96.9082,89.7616,156.6770,6.0884,0.96977,96.9082,89.7616,39.1693
226,150.4908,119.7376,82.6453,5.9347,1.22540,150.4908,119.7376,20.6613
227,120.9235,155.0585,93.3336,5.8576,0.60979,120.9235,155.0585,23.3334
228,92.0909,165.3057,92.7194,5.5534,0.71962,92.0909,165.3057,23.1798
229,122.5841,101.9944,141.1210,6.4967,0.60682,122.5841,101.9944,35.2803
230,108.6178,86.0913,121.0296,5.2178,0.64190,108.6178,86.0913,30.2574
231,120.5819,137.0537,88.6417,6.3297,1.10264,120.5819,137.0537,22.1604
232,80.1348,119.1895,97.7425,6.6302,0.67605,80.1348,119.1895,24.4356
233,152.2276,159.4922,117.7387,5.1210,1.19486,152.2276,159.4922,29.4347
234,143.6644,125.6441,120.7241,5.0902,1.18516,143.6644,125.6441,30.1810
235,151.3514,155.5850,80.5606,5.0668,2.75270,151.3514,155.5850,20.1402
236,186.8222,144.5726,125.9041,5.0255,0.49838,186.8222,144.5726,31.4760
237,183.2527,113.3518,148.9033,5.6999,1.55885,183.2527,113.3518,37.2258
238,181.6624,126.9885,142.0643,6.7431,0.95624,181.6624,126.9885,35.5161
239,135.2823,108.3613,169.2002,5.7627,0.99301,135.2823,108.3613,42.3000
240,180.4769,144.1218,151.4842,6.2121,0.48436,180.4769,144.1218,37.8711
241,67.4389,128.7112,123.9350,5.0736,0.79446,67.4389,128.7112,30.9837
242,83.7267,90.8290,152.5646,5.1442,1.45005,83.7267,90.8290,38.1412
243,134.5620,174.1741,160.4368,5.8963,0.95960,134.5620,174.1741,40.1092
244,169.9128,83.1775,110.5888,5.1181,1.04136,169.9128,83.1775,27.6472
245,130.5634,161.4312,100.2949,5.0045,0.86471,130.5634,161.4312,25.0737
246,128.7002,175.3136,83.7329,5.1401,1.78120,128.7002,175.3136,20.9332
247,159.3606,150.7265,163.6815,5.4502,0.98932,159.3606,150.7265,40.9204
248,114.2128,138.7200,183.1567,5.9571,0.33280,114.2128,138.7200,45.7892
249,115.0514,109.0900,151.4117,6.3228,0.70749,115.0514,109.0900,37.8529
250,101.8284,134.7699,163.7647,5.1838,0.37366,101.8284,134.7699,40.9412
251,111.3927,123.9499,122.4464,5.3373,0.19677,111.3927,123.9499,30.6116
252,162.2151,169.2191,94.3525,5.0859,0.76716,162.2151,169.2191,23.5881
253,91.0758,145.3194,133.7833,5.3419,1.94795,91.0758,145.3194,33.4458
254,160.2024,78.2907,114.4271,5.0920,1.02384,160.2024,78.2907,28.6068
255,115.9483,72.9131,99.5161,5.9919,0.55640,115.9483,72.9131,24.8790
256,139.6587,149.1263,151.2161,5.4277,0.62478,139.6587,149.1263,37.8040
257,103.1706,166.4217,83.5817,5.5560,1.75999,103.1706,166.4217,20.8954
258,160.5372,150.7268,137.3134,5.0175,1.08200,160.5372,150.7268,34.3283
259,135.2282,155.2699,75.6327,5.9000,1.02429,135.2282,155.2699,18.9082
260,175.0727,158.5234,108.1591,5.1022,0.97362,175.0727,158.5234,27.0398
261,125.9658,89.7815,177.5684,6.4336,1.01939,125.9658,89.7815,44.3921
262,115.1473,160.0887,123.2028,5.9077,1.49586,115.1473,160.0887,30.8007
263,95.0020,120.3294,89.0061,5.2398,1.31822,95.0020,120.3294,22.2515
264,80.1332,121.7354,154.9247,6.1136,1.11388,80.1332,121.7354,38.7312
265,180.5083,111.6019,110.8915,5.5478,0.59367,180.5083,111.6019,27.7229
266,69.9309,113.7528,145.4840,5.0809,1.29118,69.9309,113.7528,36.3710
267,128.5416,113.1885,141.9944,5.8457,0.71026,128.5416,113.1885,35.4986
268,104.4644,105.5615,87.2711,5.0967,1.72793,104.4644,105.5615,21.8178
269,132.5657,81.4088,85.4380,5.5692,0.52966,132.5657,81.4088,21.3595
270,182.2263,113.1064,98.0051,5.0628,0.93350,182.2263,113.1064,24.5013
271,133.5488,145.9303,102.0536,5.3370,0.99633,133.5488,145.9303,25.5134
272,109.7248,78.8602,163.6781,6.1285,0.51565,109.7248,78.8602,40.9195
273,86.0225,120.1539,124.0781,6.2076,2.36549,86.0225,120.1539,31.0195
274,179.3330,98.4637,150.7116,6.1257,2.07550,179.3330,98.4637,37.6779
275,90.3124,101.6908,144.8456,5.0200,0.79311,90.3124,101.6908,36.2114
276,139.1200,128.6771,190.6155,5.5401,1.47088,139.1200,128.6771,47.6539
277,92.9849,134.2919,124.9265,6.5263,1.20845,92.9849,134.2919,31.2316
278,160.3075,147.5155,78.9706,5.2555,0.27069,160.3075,147.5155,19.7426
279,152.2829,142.7474,106.1514,5.3830,1.13337,152.2829,142.7474,26.5378
280,105.1564,142.7746,100.2351,5.5095,0.96979,105.1564,142.7746,25.0588
281,173.4710,112.6098,154.7418,5.1431,1.04249,173.4710,112.6098,38.6855
282,174.2217,113.1086,128.7986,6.0180,0.58366,174.2217,113.1086,32.1996
283,124.0812,120.7535,99.1650,5.0285,0.87400,124.0812,120.7535,24.7912
284,77.5150,165.0398,136.3173,5.6716,0.91473,77.5150,165.0398,34.0793
285,145.1377,82.6618,106.0978,5.1165,1.81130,145.1377,82.6618,26.5245
286,113.4446,169.9940,137.0550,5.1842,1.18201,113.4446,169.9940,34.2638
287,114.0326,108.0030,165.2198,5.5666,0.99723,114.0326,108.0030,41.3049
288,103.0879,165.2465,165.3202,5.1536,2.14789,103.0879,165.2465,41.3301
289,138.3687,124.9306,157.9558,5.5329,0.75758,138.3687,124.9306,39.4890
290,184.7139,154.6437,131.7849,5.2427,0.82307,184.7139,154.6437,32.9462
291,107.9755,72.8977,136.4516,5.2374,0.40318,107.9755,72.8977,34.1129
292,109.9551,186.6538,110.3588,5.0216,2.19143,109.9551,186.6538,27.5897
293,105.9937,121.6262,145.1503,5.9011,1.61958,105.9937,121.6262,36.2876
294,96.9646,157.4287,147.6890,5.1859,1.58158,96.9646,157.4287,36.9222
295,165.2680,78.9927,142.6217,5.0417,1.39717,165.2680,78.9927,35.6554
296,145.0653,134.4896,68.2007,5.4815,1.05662,145.0653,134.4896,17.0502
297,161.6179,164.7230,158.2725,6.7110,1.11376,161.6179,164.7230,39.5681
298,75.7683,95.4875,134.8912,5.0401,0.88161,75.7683,95.4875,33.7228
299,163.2143,165.6642,117.0077,5.7048,0.90321,163.2143,165.6642,29.2519
300,135.3212,91.8330,157.5288,5.1947,1.02752,135.3212,91.8330,39.3822
301,186.1265,133.8652,106.3444,5.7964,2.12956,186.1265,133.8652,26.5861
302,110.5012,138.6347,158.1734,5.2043,1.32028,110.5012,138.6347,39.5433
303,142.8669,189.8502,123.9156,6.0120,0.97119,142.8669,189.8502,30.9789
304,124.7988,186.4167,108.1899,6.2728,0.74849,124.7988,186.4167,27.0475
305,150.1748,119.0811,148.5066,5.2271,0.72797,150.1748,119.0811,37.1266
306,149.4149,129.9660,165.9288,5.4554,2.22855,149.4149,129.9660,41.4822
307,137.2435,95.6451,111.7772,5.2991,1.28833,137.2435,95.6451,27.9443
308,152.7733,94.5952,88.9094,5.1916,1.03435,152.7733,94.5952,22.2274
309,117.2566,114.3406,77.7453,5.3212,0.84106,117.2566,114.3406,19.4363
310,100.4699,116.6859,124.2736,6.9700,0.57434,100.4699,116.6859,31.0684
311,133.3043,92.5008,101.4547,5.4284,0.96712,133.3043,92.5008,25.3637
312,169.8778,102.2934,134.2765,5.4585,1.54779,169.8778,102.2934,33.5691
313,100.7842,102.6261,151.8265,5.2304,0.82179,100.7842,102.6261,37.9566
314,121.9358,81.5167,114.1236,5.8359,0.89260,121.9358,81.5167,28.5309
315,186.7795,118.0411,123.9815,5.0129,0.89537,186.7795,118.0411,30.9954
316,139.3448,79.6554,95.8485,5.7763,1.05633,139.3448,79.6554,23.9621
317,116.0222,81.0010,149.4383,5.3650,0.45090,116.0222,81.0010,37.3596
318,160.7401,143.3791,174.7411,5.8409,0.88896,160.7401,143.3791,43.6853
319,162.5744,174.4959,136.3947,6.6243,0.65233,162.5744,174.4959,34.0987
320,104.8194,179.1017,103.8206,5.0004,1.55627,104.8194,179.1017,25.9552
321,124.5565,148.4084,124.1110,6.2512,0.68025,124.5565,148.4084,31.0277
322,120.3536,104.7046,121.0087,6.2180,1.33446,120.3536,104.7046,30.2522
323,152.3280,90.5975,100.3261,5.5519,2.14303,152.3280,90.5975,25.0815
324,89.1273,90.3359,93.9479,5.7394,0.85488,89.1273,90.3359,23.4870
325,116.0199,122.9281,66.1502,5.6481,0.74023,116.0199,122.9281,16.5375
326,108.3716,100.9329,175.0391,5.6462,1.10045,108.3716,100.9329,43.7598
327,96.4636,80.2162,141.5156,5.3257,0.99899,96.4636,80.2162,35.3789
328,170.8800,138.6520,106.3797,5.9475,0.60847,170.8800,138.6520,26.5949
329,121.9463,147.8307,102.5607,5.0006,1.25918,121.9463,147.8307,25.6402
330,77.1393,108.6194,155.2510,5.3127,2.73945,77.1393,108.6194,38.8127
331,94.0897,136.2736,180.6255,5.5063,0.87892,94.0897,136.2736,45.1564
